Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /v1/chat/completions [conversational],685,663,4,14.87534744580052,1.4073749771341681,398.1652919901535,126.0963503649635,15.534120859838096,15.035214788427236,4,4,4,4,5,82,230,300,400,400,400
,Aggregated,685,663,4,14.87534744580052,1.4073749771341681,398.1652919901535,126.0963503649635,15.534120859838096,15.035214788427236,4,4,4,4,5,82,230,300,400,400,400
